attend,termgpa,priGPA,ACT,final,atndrte,hwrte,frosh,soph,skipped,tndfnl,randnum,id
29,3.30999994277954,3.26999998092651,26,27,90.625,100,0,1,3,0.262605011463165,0.581300437450409,272
30,1.78999996185303,2.44000005722046,20,14,93.75,75,0,1,2,-2.46848797798157,0.266286581754684,273
24,2.97000002861023,2.36999988555908,22,31,75,100,1,0,8,1.10294103622437,0.767046213150024,274
31,2.13000011444092,2.63000011444092,19,14,96.875,100,0,0,1,-2.46848797798157,0.231488674879074,275
28,3.03999996185303,2.6800000667572,25,24,87.5,100,0,0,4,-0.367647111415863,0.313094466924667,276
21,2.03999996185303,2.5,18,23,65.625,87.5,1,0,11,-0.577731072902679,0.514195740222931,277
26,2.75,2.95000004768372,21,25,81.25,100,0,1,6,-0.157563000917435,0.397294282913208,278
32,3.40000009536743,3.16000008583069,25,29,100,100,0,1,0,0.682773113250732,0.839552819728851,279
32,2.8199999332428,3.13000011444092,22,19,100,100,0,1,0,-1.41806697845459,0.972810208797455,280
21,0.545000016689301,1.98000001907349,18,23,65.625,37.5,1,0,11,-0.577731072902679,0.163678929209709,281
9,1.42999994754791,2.02999997138977,28,25,28.125,37.5,0,1,23,-0.157563000917435,0.689402043819428,282
26,2.15000009536743,1.92999994754791,16,27,81.25,87.5,1,0,6,0.262605011463165,0.999411284923553,283
24,2.53999996185303,1.87999999523163,23,24,75,75,1,0,8,-0.367647111415863,0.87643575668335,284
26,2.5,2.85999989509583,23,25,81.25,100,0,1,6,-0.157563000917435,0.63491827249527,285
31,2.38000011444092,2.29999995231628,17,25,96.875,100,0,1,1,-0.157563000917435,0.727266609668732,286
27,1.66999995708466,2.19000005722046,13,15,84.375,87.5,0,1,5,-2.25840306282043,0.359499990940094,287
28,3.21000003814697,2.53999996185303,23,25,87.5,100,1,0,4,-0.157563000917435,0.405294954776764,288
32,2.75,2.94000005722046,22,24,100,100,0,1,0,-0.367647111415863,0.475801587104797,289
26,2.90000009536743,2.59999990463257,19,24,81.25,100,1,0,6,-0.367647111415863,0.440119445323944,290
27,2.65000009536743,3.25999999046326,20,29,84.375,50,0,0,5,0.682773113250732,0.328113049268723,291
32,3.4300000667572,3.28999996185303,20,22,100,100,0,1,0,-0.78781521320343,0.0814949944615364,292
21,2.84999990463257,2.19000005722046,24,31,65.625,75,1,0,11,1.10294103622437,0.723191022872925,293
32,3.21000003814697,3.01999998092651,27,18,100,100,0,1,0,-1.6281510591507,0.881237864494324,294
25,2.25,2.08999991416931,20,25,78.125,100,0,1,7,-0.157563000917435,0.655322790145874,295
28,2.44000005722046,2.10999989509583,24,22,87.5,100,0,0,4,-0.78781521320343,0.230993255972862,296
24,2.76999998092651,2.82999992370605,24,32,75,100,0,1,8,1.31302499771118,0.719647228717804,297
23,3.40000009536743,2.34999990463257,21,27,71.875,100,0,0,9,0.262605011463165,0.754065692424774,298
31,3.46000003814697,2.38000011444092,23,30,96.875,100,0,1,1,0.892857074737549,0.992721617221832,299
32,3.33999991416931,3.14000010490418,25,27,100,100,0,1,0,0.262605011463165,0.647321939468384,300
29,2.4300000667572,2.48000001907349,22,22,90.625,75,0,1,3,-0.78781521320343,0.127791151404381,301
29,2.71000003814697,2.51999998092651,21,22,90.625,62.5,1,0,3,-0.78781521320343,0.825897872447968,302
31,2.10999989509583,2.75999999046326,24,26,96.875,100,0,1,1,0.052521001547575,0.283849209547043,303
29,4,3.70000004768372,24,39,90.625,100,0,0,3,2.78361296653748,0.20253524184227,304
24,2.09999990463257,2.07999992370605,22,30,75,100,0,1,8,0.892857074737549,0.148465499281883,305
17,2.38000011444092,2.39000010490418,22,24,53.125,62.5,0,1,15,-0.367647111415863,0.918808162212372,306
29,2.11999988555908,2.46000003814697,21,18,90.625,100,0,1,3,-1.6281510591507,0.174955651164055,307
31,4,3.70000004768372,25,35,96.875,100,0,1,1,1.94327700138092,0.81548935174942,308
27,3.03999996185303,1.99000000953674,25,26,84.375,100,0,1,5,0.052521001547575,0.338987529277802,309
20,1.11000001430511,2.57999992370605,25,28,62.5,87.5,0,1,12,0.472689092159271,0.446410596370697,310
31,3.13000011444092,2.67000007629395,21,30,96.875,100,0,1,1,0.892857074737549,0.293727934360504,311
27,3,1.9099999666214,23,29,84.375,100,1,0,5,0.682773113250732,0.694636106491089,312
17,1.79999995231628,1.96000003814697,24,25,53.125,,0,1,15,-0.157563000917435,0.227797716856003,313
17,1.67999994754791,2.15000009536743,20,24,53.125,87.5,0,1,15,-0.367647111415863,0.964977145195007,314
29,3,2.94000005722046,22,24,90.625,100,1,0,3,-0.367647111415863,0.758230686187744,315
27,2.25,2.10999989509583,15,25,84.375,87.5,0,1,5,-0.157563000917435,0.345468997955322,316
31,3.25,3.5,25,30,96.875,100,0,1,1,0.892857074737549,0.841599822044373,317
12,1.13999998569489,1.8400000333786,22,17,37.5,37.5,0,1,20,-1.83823502063751,0.386802703142166,318
27,2.97000002861023,3.09999990463257,24,25,84.375,100,0,1,5,-0.157563000917435,0.918423295021057,319
25,1.88999998569489,2.79999995231628,23,25,78.125,100,0,1,7,-0.157563000917435,0.601769804954529,320
27,2.67000007629395,1.75999999046326,23,26,84.375,100,1,0,5,0.052521001547575,0.103806219995022,321
26,3.20000004768372,2.97000002861023,22,29,81.25,100,0,0,6,0.682773113250732,0.848188281059265,322
27,2.5,2.36999988555908,23,23,84.375,100,1,0,5,-0.577731072902679,0.508799195289612,323
23,1.78999996185303,1.67999994754791,21,19,71.875,100,0,1,9,-1.41806697845459,0.0590202398598194,324
25,2,2.26999998092651,17,22,78.125,87.5,0,1,7,-0.78781521320343,0.495073944330216,325
27,3.61999988555908,3.09999990463257,28,32,84.375,87.5,0,1,5,1.31302499771118,0.901299774646759,326
28,2.5,2.38000011444092,16,28,87.5,87.5,0,0,4,0.472689092159271,0.827672004699707,327
32,3.04999995231628,2.83999991416931,15,24,100,100,0,1,0,-0.367647111415863,0.219929605722427,328
28,3.64000010490418,3.69000005722046,26,31,87.5,100,0,1,4,1.10294103622437,0.372862160205841,329
26,3.53999996185303,3.36999988555908,25,31,81.25,100,0,1,6,1.10294103622437,0.815312564373016,330
23,2.85999989509583,2.17000007629395,23,28,71.875,75,1,0,9,0.472689092159271,0.227309256792069,331
32,3.6800000667572,3.59999990463257,23,31,100,100,0,1,0,1.10294103622437,0.913298785686493,332
28,3.23000001907349,3.27999997138977,26,29,87.5,100,0,1,4,0.682773113250732,0.345060884952545,333
30,3.15000009536743,3.49000000953674,25,18,93.75,100,0,1,2,-1.6281510591507,0.705705463886261,334
27,3.10999989509583,2.83999991416931,21,31,84.375,100,0,1,5,1.10294103622437,0.626901686191559,335
25,2.58999991416931,2.92000007629395,24,28,78.125,62.5,0,1,7,0.472689092159271,0.600410163402557,336
32,2.78999996185303,2.75,24,25,100,100,0,1,0,-0.157563000917435,0.914078652858734,337
25,3.03999996185303,3.17000007629395,24,26,78.125,75,0,1,7,0.052521001547575,0.553779602050781,338
27,2.1800000667572,2.44000005722046,22,22,84.375,87.5,1,0,5,-0.78781521320343,0.600717604160309,339
28,2.80999994277954,2.34999990463257,22,22,87.5,100,0,0,4,-0.78781521320343,0.914291381835938,340
32,2.90000009536743,2.19000005722046,18,24,100,100,0,1,0,-0.367647111415863,0.214537650346756,341
30,3.5,3.27999997138977,28,33,93.75,100,0,1,2,1.523108959198,0.589751660823822,342
18,2.17000007629395,2.25,25,36,56.25,87.5,0,1,14,2.15336108207703,0.799620866775513,343
15,1.35000002384186,1.5900000333786,31,21,46.875,50,0,1,17,-0.997899174690247,0.554453909397125,344
21,0.791999995708466,1.64999997615814,23,23,65.625,62.5,1,0,11,-0.577731072902679,0.414651721715927,345
24,3.19000005722046,2.61999988555908,19,34,75,100,1,0,8,1.7331930398941,0.788322925567627,346
32,3.38000011444092,3.28999996185303,23,29,100,100,0,1,0,0.682773113250732,0.407667309045792,347
18,1.85000002384186,1.42999994754791,25,27,56.25,75,0,0,14,0.262605011463165,0.0672577470541,348
24,2.63000011444092,3.39000010490418,24,27,75,75,0,0,8,0.262605011463165,0.210451006889343,349
25,2.03999996185303,2.39000010490418,21,22,78.125,100,0,1,7,-0.78781521320343,0.0611643679440022,350
30,4,2.24000000953674,25,35,93.75,100,0,1,2,1.94327700138092,0.369830876588821,351
32,3.85999989509583,3.86999988555908,31,34,100,100,0,1,0,1.7331930398941,0.378268450498581,352
32,3.0699999332428,2.90000009536743,18,23,100,100,0,1,0,-0.577731072902679,0.941133439540863,353
29,2.65000009536743,2.64000010490418,23,19,90.625,100,0,1,3,-1.41806697845459,0.608512163162231,354
10,2.5,2.25,31,35,31.25,37.5,0,1,22,1.94327700138092,0.931082904338837,355
27,3.63000011444092,2.1800000667572,23,29,84.375,100,0,0,5,0.682773113250732,0.962734222412109,356
19,1.62999999523163,2.46000003814697,23,24,59.375,100,0,1,13,-0.367647111415863,0.977907419204712,357
17,2.65000009536743,2.67000007629395,28,26,53.125,87.5,0,1,15,0.052521001547575,0.967707872390747,358
29,2.80999994277954,3.25,22,30,90.625,100,0,1,3,0.892857074737549,0.219726026058197,359
26,2.38000011444092,2.4300000667572,23,26,81.25,100,1,0,6,0.052521001547575,0.204490721225739,360
16,1.64999997615814,2.23000001907349,20,22,50,50,1,0,16,-0.78781521320343,0.829367220401764,361
18,2.67000007629395,2.63000011444092,24,24,56.25,100,1,0,14,-0.367647111415863,0.540419459342957,362
17,1.67999994754791,1.98000001907349,22,13,53.125,75,0,1,15,-2.67857098579407,0.104563221335411,363
6,2.30999994277954,1.79999995231628,27,28,18.75,50,0,1,26,0.472689092159271,0.474374204874039,364
27,3,2.80999994277954,21,30,84.375,100,1,0,5,0.892857074737549,0.209483802318573,365
24,2.64000010490418,2.26999998092651,21,22,75,100,0,1,8,-0.78781521320343,0.30061599612236,366
26,2,2.76999998092651,22,19,81.25,100,0,0,6,-1.41806697845459,0.843671679496765,367
15,1.62000000476837,2.07999992370605,26,19,46.875,87.5,0,1,17,-1.41806697845459,0.943963289260864,368
28,2.69000005722046,2.5,25,28,87.5,100,1,0,4,0.472689092159271,0.96355938911438,369
30,3.95000004768372,3.80999994277954,31,36,93.75,100,0,1,2,2.15336108207703,0.684391796588898,370
29,1.62000000476837,2.5699999332428,21,25,90.625,62.5,0,0,3,-0.157563000917435,0.322090923786163,371
30,2.4300000667572,1.92999994754791,20,17,93.75,100,0,0,2,-1.83823502063751,0.18494425714016,372
28,2.5,2.50999999046326,24,28,87.5,100,0,0,4,0.472689092159271,0.429160237312317,373
28,3.46000003814697,2,20,35,87.5,100,1,0,4,1.94327700138092,0.336325287818909,374
32,3.08999991416931,2.58999991416931,23,33,100,100,0,0,0,1.523108959198,0.225932165980339,375
23,2.32999992370605,2.60999989509583,24,19,71.875,75,0,0,9,-1.41806697845459,0.635422825813294,376
12,1.23000001907349,2.50999999046326,25,21,37.5,37.5,0,0,20,-0.997899174690247,0.252885669469833,377
26,3.25,2.15000009536743,27,32,81.25,100,0,1,6,1.31302499771118,0.99363511800766,378
5,1.76999998092651,1.9099999666214,27,25,15.625,50,0,1,27,-0.157563000917435,0.420339912176132,379
25,2.63000011444092,2.83999991416931,25,22,78.125,100,0,1,7,-0.78781521320343,0.608634173870087,380
27,3.70000004768372,3.30999994277954,24,31,84.375,100,0,1,5,1.10294103622437,0.457700908184052,381
28,1.96000003814697,2.03999996185303,21,17,87.5,87.5,0,1,4,-1.83823502063751,0.441045075654984,382
14,1.16999995708466,1.8400000333786,19,28,43.75,50,0,0,18,0.472689092159271,0.419681221246719,383
28,2.88000011444092,2.97000002861023,24,27,87.5,100,0,0,4,0.262605011463165,0.979539036750793,384
28,2.32999992370605,2.35999989509583,18,22,87.5,100,0,1,4,-0.78781521320343,0.903551697731018,385
23,2,2.15000009536743,19,17,71.875,100,0,1,9,-1.83823502063751,0.636590242385864,386
28,2.15000009536743,2,20,23,87.5,100,0,1,4,-0.577731072902679,0.620245814323425,387
27,1.87999999523163,1.74000000953674,15,27,84.375,87.5,1,0,5,0.262605011463165,0.894405841827393,388
32,2.90000009536743,2.70000004768372,21,23,100,100,1,0,0,-0.577731072902679,0.847593367099762,389
29,3.5,3.58999991416931,28,35,90.625,100,0,0,3,1.94327700138092,0.453855812549591,390
25,2.41000008583069,2.75,21,23,78.125,100,0,0,7,-0.577731072902679,0.217609792947769,391
29,2.38000011444092,2.74000000953674,19,25,90.625,100,0,0,3,-0.157563000917435,0.970802068710327,392
22,3.03999996185303,2.48000001907349,16,24,68.75,100,0,0,10,-0.367647111415863,0.923895657062531,393
31,2.41000008583069,2.48000001907349,27,25,96.875,87.5,0,1,1,-0.157563000917435,0.397452265024185,394
29,2.45000004768372,2.44000005722046,18,23,90.625,75,0,1,3,-0.577731072902679,0.581446409225464,395
26,3.66000008583069,2.85999989509583,27,30,81.25,87.5,0,1,6,0.892857074737549,0.934905350208282,396
10,1.52999997138977,2.01999998092651,28,32,31.25,25,0,1,22,1.31302499771118,0.788451731204987,397
27,1.88999998569489,1.97000002861023,21,21,84.375,100,1,0,5,-0.997899174690247,0.61311137676239,398
23,3.70000004768372,2.8199999332428,24,34,71.875,100,0,1,9,1.7331930398941,0.976025640964508,399
32,4,3.90000009536743,28,38,100,100,0,0,0,2.57352900505066,0.305048197507858,400
28,2.32999992370605,2.42000007629395,19,17,87.5,87.5,1,0,4,-1.83823502063751,0.398823946714401,401
24,2.84999990463257,2.5,25,31,75,75,0,1,8,1.10294103622437,0.264688491821289,402
24,2,2.13000011444092,15,26,75,62.5,0,0,8,0.052521001547575,0.589721262454987,403
30,3.61999988555908,3.79999995231628,27,31,93.75,100,0,1,2,1.10294103622437,0.454268127679825,404
31,2.40000009536743,3.01999998092651,23,27,96.875,100,0,1,1,0.262605011463165,0.841743469238281,405
30,3.71000003814697,3.5,28,35,93.75,87.5,0,1,2,1.94327700138092,0.655328154563904,406
32,3.53999996185303,3.3199999332428,23,32,100,100,0,0,0,1.31302499771118,0.714523851871491,407
32,3.5699999332428,2.83999991416931,19,26,100,100,0,1,0,0.052521001547575,0.524005889892578,408
31,3.10999989509583,2.74000000953674,19,24,96.875,87.5,1,0,1,-0.367647111415863,0.441612422466278,409
28,2.13000011444092,2.02999997138977,22,19,87.5,87.5,0,1,4,-1.41806697845459,0.714216411113739,410
31,3.5,3.23000001907349,24,28,96.875,100,0,1,1,0.472689092159271,0.124026350677013,411
27,3.30999994277954,2.19000005722046,27,26,84.375,100,1,0,5,0.052521001547575,0.792387664318085,412
23,2.25,2.24000000953674,21,24,71.875,87.5,0,1,9,-0.367647111415863,0.937550246715546,413
25,2.38000011444092,2.15000009536743,23,28,78.125,62.5,1,0,7,0.472689092159271,0.986205160617828,414
28,1.46000003814697,2.3199999332428,25,32,87.5,75,0,0,4,1.31302499771118,0.993822693824768,415
28,3.03999996185303,2.94000005722046,19,27,87.5,100,0,0,4,0.262605011463165,0.559566676616669,416
23,2.6800000667572,2.70000004768372,23,21,71.875,75,0,1,9,-0.997899174690247,0.123181335628033,417
14,1.11000001430511,1.20000004768372,25,18,43.75,87.5,1,0,18,-1.6281510591507,0.962989628314972,418
27,0.691999971866608,1.74000000953674,21,19,84.375,100,0,1,5,-1.41806697845459,0.285486072301865,419
29,2.96000003814697,2.79999995231628,16,23,90.625,100,0,1,3,-0.577731072902679,0.0665018782019615,420
25,2.36999988555908,2.46000003814697,23,32,78.125,87.5,0,1,7,1.31302499771118,0.648311197757721,421
25,2.25,2.20000004768372,19,24,78.125,100,1,0,7,-0.367647111415863,0.791994571685791,422
27,2.25,2.59999990463257,26,31,84.375,62.5,0,1,5,1.10294103622437,0.547682285308838,423
28,2,2.17000007629395,18,21,87.5,87.5,0,0,4,-0.997899174690247,0.479587703943253,424
26,3,2.59999990463257,23,23,81.25,87.5,0,1,6,-0.577731072902679,0.664902448654175,425
6,2.13000011444092,2.94000005722046,28,29,18.75,37.5,0,0,26,0.682773113250732,0.992938280105591,426
27,1.23000001907349,2.71000003814697,25,26,84.375,75,0,0,5,0.052521001547575,0.480869799852371,427
26,2,1.79999995231628,16,26,81.25,100,0,1,6,0.052521001547575,0.605748057365418,428
28,3.5,2.58999991416931,19,29,87.5,100,1,0,4,0.682773113250732,0.0562976375222206,429
17,2,2.64000010490418,24,24,53.125,75,0,1,15,-0.367647111415863,0.482380926609039,430
24,2.3199999332428,2.09999990463257,25,30,75,87.5,1,0,8,0.892857074737549,0.211140364408493,431
26,1.89999997615814,2.49000000953674,24,20,81.25,87.5,0,1,6,-1.20798301696777,0.423927545547485,432
30,2.5,2.4300000667572,22,19,93.75,100,0,1,2,-1.41806697845459,0.675175309181213,433
25,3.28999996185303,2.90000009536743,25,35,78.125,75,0,1,7,1.94327700138092,0.549745380878449,434
29,2,2.91000008583069,23,20,90.625,75,0,0,3,-1.20798301696777,0.490938127040863,435
29,3.41000008583069,2.98000001907349,27,35,90.625,87.5,0,1,3,1.94327700138092,0.703013420104981,436
21,1.5,2.39000010490418,19,24,65.625,87.5,0,1,11,-0.367647111415863,0.774181365966797,437
29,3.5,3.03999996185303,27,28,90.625,100,1,0,3,0.472689092159271,0.788748145103455,438
19,0.566999971866608,1.74000000953674,21,23,59.375,50,1,0,13,-0.577731072902679,0.892183363437653,439
29,3.19000005722046,3.5,25,32,90.625,87.5,0,1,3,1.31302499771118,0.579745948314667,440
28,1.87999999523163,2.53999996185303,17,20,87.5,100,0,1,4,-1.20798301696777,0.217044562101364,441
26,2.61999988555908,2.98000001907349,31,22,81.25,75,1,0,6,-0.78781521320343,0.994846165180206,442
29,2.8199999332428,1.96000003814697,22,26,90.625,87.5,1,0,3,0.052521001547575,0.837847352027893,443
28,3.14000010490418,2.01999998092651,20,20,87.5,100,0,1,4,-1.20798301696777,0.959662735462189,444
32,2.84999990463257,1.9099999666214,20,27,100,100,0,1,0,0.262605011463165,0.986002683639526,445
31,2.13000011444092,2.29999995231628,17,20,96.875,87.5,0,0,1,-1.20798301696777,0.47346231341362,446
27,2.64000010490418,2.55999994277954,19,19,84.375,87.5,1,0,5,-1.41806697845459,0.349205911159515,447
27,2.11999988555908,2.21000003814697,20,19,84.375,87.5,0,0,5,-1.41806697845459,0.828364253044128,448
24,3.34999990463257,2.11999988555908,17,29,75,100,0,0,8,0.682773113250732,0.771483957767487,449
26,2.73000001907349,3.08999991416931,25,22,81.25,100,0,1,6,-0.78781521320343,0.9154292345047,450
31,3,1.5,20,22,96.875,100,1,0,1,-0.78781521320343,0.665683746337891,451
20,1.75,1.98000001907349,17,22,62.5,87.5,1,0,12,-0.78781521320343,0.346912711858749,452
28,2.88000011444092,2.8199999332428,25,21,87.5,100,0,0,4,-0.997899174690247,0.252384841442108,453
23,3.23000001907349,3.11999988555908,28,30,71.875,87.5,0,1,9,0.892857074737549,0.827895700931549,454
31,2.96000003814697,2.6800000667572,21,24,96.875,100,0,1,1,-0.367647111415863,0.646045029163361,455
12,2.3199999332428,2.57999992370605,23,20,37.5,50,0,1,20,-1.20798301696777,0.556722223758698,456
29,2.53999996185303,2.25999999046326,21,24,90.625,100,0,1,3,-0.367647111415863,0.296632885932922,457
12,0.333000004291534,2.47000002861023,26,23,37.5,,0,0,20,-0.577731072902679,0.663644671440125,458
27,1.82000005245209,2.25999999046326,18,17,84.375,100,0,1,5,-1.83823502063751,0.953848123550415,459
31,3.33999991416931,3.21000003814697,21,28,96.875,100,0,1,1,0.472689092159271,0.363351225852966,460
29,2.90000009536743,2.66000008583069,22,29,90.625,100,0,0,3,0.682773113250732,0.716618537902832,461
26,2.92000007629395,3,23,25,81.25,62.5,0,1,6,-0.157563000917435,0.882371127605438,462
29,3.16000008583069,3.25,23,26,90.625,100,0,1,3,0.052521001547575,0.577424049377441,463
22,2.53999996185303,2.83999991416931,22,33,68.75,100,0,1,10,1.523108959198,0.59341686964035,464
29,2.09999990463257,1.95000004768372,22,30,90.625,100,0,0,3,0.892857074737549,0.846776425838471,465
30,3.76999998092651,3.52999997138977,25,27,93.75,100,0,0,2,0.262605011463165,0.49698331952095,466
15,1.25,1.75,27,28,46.875,25,0,1,17,0.472689092159271,0.646362245082855,467
29,2.65000009536743,2.26999998092651,25,17,90.625,100,0,1,3,-1.83823502063751,0.683315575122833,468
25,2.29999995231628,2.03999996185303,19,21,78.125,100,0,1,7,-0.997899174690247,0.345397353172302,469
29,1.07000005245209,1.32000005245209,21,16,90.625,87.5,1,0,3,-2.04831910133362,0.747021377086639,470
25,2.55999994277954,2.71000003814697,24,24,78.125,100,0,0,7,-0.367647111415863,0.142222762107849,471
21,2.53999996185303,1.87999999523163,22,30,65.625,62.5,1,0,11,0.892857074737549,0.88100928068161,472
31,2.91000008583069,2.67000007629395,23,28,96.875,100,1,0,1,0.472689092159271,0.309203833341599,473
26,3,2.92000007629395,19,24,81.25,100,0,0,6,-0.367647111415863,0.873096466064453,474
29,2.4300000667572,1.3400000333786,18,21,90.625,100,1,0,3,-0.997899174690247,0.352194488048553,475
31,3.21000003814697,2.6800000667572,26,32,96.875,87.5,0,1,1,1.31302499771118,0.491522401571274,476
10,1.60000002384186,2.28999996185303,24,17,31.25,50,0,1,22,-1.83823502063751,0.100560881197453,477
29,2.84999990463257,2.39000010490418,24,29,90.625,100,0,1,3,0.682773113250732,0.566741466522217,478
23,3.02999997138977,3.59999990463257,29,31,71.875,100,0,1,9,1.10294103622437,0.64060515165329,479
26,3.03999996185303,2.55999994277954,27,30,81.25,100,0,1,6,0.892857074737549,0.93271678686142,480
27,1.69000005722046,2.60999989509583,23,20,84.375,100,0,0,5,-1.20798301696777,0.161321073770523,481
27,1.95000004768372,2.75,24,30,84.375,75,1,0,5,0.892857074737549,0.74968433380127,482
21,1.92999994754791,2.38000011444092,20,28,65.625,100,0,1,11,0.472689092159271,0.237285926938057,483
18,1.80999994277954,2.75,27,27,56.25,62.5,0,1,14,0.262605011463165,0.677203476428986,484
27,2.85999989509583,3.13000011444092,21,11,84.375,25,0,1,5,-3.0987389087677,0.918143570423126,485
27,3.25,2.63000011444092,26,30,84.375,100,0,1,5,0.892857074737549,0.626018643379211,486
28,2.5,2.61999988555908,20,23,87.5,87.5,0,1,4,-0.577731072902679,0.137387126684189,487
16,2.52999997138977,2.89000010490418,32,29,50,87.5,0,1,16,0.682773113250732,0.936244368553162,488
23,2.65000009536743,1.25,25,29,71.875,87.5,1,0,9,0.682773113250732,0.689392685890198,489
22,3.42000007629395,2.50999999046326,23,26,68.75,100,0,0,10,0.052521001547575,0.55722188949585,490
26,2.6800000667572,2.46000003814697,22,24,81.25,100,1,0,6,-0.367647111415863,0.616243362426758,491
19,1.78999996185303,1.82000005245209,20,25,59.375,75,0,1,13,-0.157563000917435,0.725407302379608,492
9,1.35000002384186,1.51999998092651,27,30,28.125,,1,0,23,0.892857074737549,0.216791912913322,493
30,3.38000011444092,3,21,16,93.75,100,0,1,2,-2.04831910133362,0.770286619663239,494
4,0.449999988079071,2.14000010490417,27,25,12.5,,0,0,28,-0.157563000917435,0.0662514790892601,495
32,3.88000011444092,3.23000001907349,22,30,100,100,0,0,0,0.892857074737549,0.86106663942337,496
31,2.84999990463257,2.38000011444092,20,29,96.875,100,1,0,1,0.682773113250732,0.805602431297302,497
28,2.30999994277954,1.87999999523163,20,24,87.5,87.5,1,0,4,-0.367647111415863,0.0803769007325172,498
28,2.65000009536743,2.76999998092651,23,28,87.5,100,0,1,4,0.472689092159271,0.892890393733978,499
25,2.85999989509583,2.60999989509583,25,25,78.125,62.5,0,0,7,-0.157563000917435,0.376084387302399,500
32,3.0699999332428,2.89000010490418,26,31,100,100,0,0,0,1.10294103622437,0.943427383899689,501
19,2.11999988555908,2.16000008583069,22,31,59.375,87.5,0,1,13,1.10294103622437,0.510511040687561,502
25,1.96000003814697,2,22,28,78.125,75,1,0,7,0.472689092159271,0.505136072635651,503
28,1.76999998092651,1.88999998569489,19,17,87.5,87.5,1,0,4,-1.83823502063751,0.685767769813538,504
24,2.69000005722046,2.11999988555908,23,28,75,87.5,0,1,8,0.472689092159271,0.847919404506683,505
32,2.97000002861023,2.88000011444092,25,30,100,100,0,0,0,0.892857074737549,0.311584144830704,506
31,3.26999998092651,3.04999995231628,22,32,96.875,87.5,0,1,1,1.31302499771118,0.378213047981262,507
27,2.30999994277954,2.23000001907349,22,22,84.375,100,0,1,5,-0.78781521320343,0.875534117221832,508
30,1.87999999523163,2.10999989509583,22,24,93.75,87.5,0,1,2,-0.367647111415863,0.811154305934906,509
27,2.25,2.60999989509583,18,24,84.375,87.5,1,0,5,-0.367647111415863,0.772111296653748,510
29,2.75,2.98000001907349,31,35,90.625,75,0,1,3,1.94327700138092,0.841922760009766,511
26,1.78999996185303,2.73000001907349,27,24,81.25,75,1,0,6,-0.367647111415863,0.998068630695343,512
32,3.85999989509583,3.9300000667572,24,34,100,100,0,1,0,1.7331930398941,0.292495995759964,513
21,2.07999992370605,1.99000000953674,24,23,65.625,87.5,0,0,11,-0.577731072902679,0.673809945583344,514
28,2.96000003814697,2.75999999046326,23,31,87.5,100,1,0,4,1.10294103622437,0.206595614552498,515
26,2.23000001907349,1.83000004291534,18,21,81.25,100,0,1,6,-0.997899174690247,0.209049969911575,516
25,2.46000003814697,2.57999992370605,20,21,78.125,100,0,1,7,-0.997899174690247,0.381803184747696,517
26,1.70000004768372,2.11999988555908,28,26,81.25,87.5,1,0,6,0.052521001547575,0.684723556041718,518
30,3.13000011444092,2.6800000667572,23,29,93.75,100,1,0,2,0.682773113250732,0.103869251906872,519
27,2.38000011444092,2.01999998092651,16,21,84.375,100,0,1,5,-0.997899174690247,0.0709899365901947,520
13,2.46000003814697,3.03999996185303,24,24,40.625,87.5,0,1,19,-0.367647111415863,0.678173422813416,521
5,0.666999995708466,1.60000002384186,26,23,15.625,12.5,1,0,27,-0.577731072902679,0.990860223770142,522
32,2.8199999332428,2.71000003814697,18,29,100,100,0,1,0,0.682773113250732,0.407393991947174,523
11,0,1.74000000953674,24,27,34.375,12.5,0,1,21,0.262605011463165,0.892484784126282,524
32,2.6800000667572,1.6599999666214,19,23,100,100,1,0,0,-0.577731072902679,0.755910038948059,525
25,0.625,2.22000002861023,23,24,78.125,100,0,0,7,-0.367647111415863,0.658666074275971,526
13,1.96000003814697,2.05999994277954,22,25,40.625,37.5,0,0,19,-0.157563000917435,0.465545028448105,527
27,2.47000002861023,2.90000009536743,18,27,84.375,87.5,0,0,5,0.262605011463165,0.159323647618294,528
30,3.09999990463257,2.63000011444092,22,25,93.75,100,0,1,2,-0.157563000917435,0.517978131771088,529
28,2.15000009536743,2.27999997138977,23,27,87.5,100,1,0,4,0.262605011463165,0.946145474910736,530
9,0.321000009775162,1.78999996185303,21,26,28.125,62.5,0,0,23,0.052521001547575,0.566355705261231,531
21,2.70000004768372,2.79999995231628,26,22,65.625,100,0,0,11,-0.78781521320343,0.80057293176651,532
30,3.13000011444092,2.91000008583069,26,29,93.75,87.5,0,1,2,0.682773113250732,0.6190584897995,533
19,3.11999988555908,1.60000002384186,20,33,59.375,75,1,0,13,1.523108959198,0.464437067508698,534
17,2.63000011444092,1.35000002384186,26,23,53.125,62.5,0,0,15,-0.577731072902679,0.230497986078262,535
30,2.96000003814697,3.1800000667572,25,28,93.75,100,0,1,2,0.472689092159271,0.853756785392761,536
31,2.79999995231628,2.92000007629395,20,22,96.875,100,0,1,1,-0.78781521320343,0.524466931819916,537
31,3.85999989509583,3.04999995231628,27,34,96.875,100,0,0,1,1.7331930398941,0.150322645902634,538
29,2.90000009536743,3.08999991416931,24,22,90.625,100,0,1,3,-0.78781521320343,0.404208719730377,539
18,2.4300000667572,2.59999990463257,16,29,56.25,37.5,0,1,14,0.682773113250732,0.457813024520874,540
30,2.89000010490418,2.4300000667572,17,28,93.75,100,1,0,2,0.472689092159271,0.276423752307892,541
