pop,crimes,unem,police,pcinc,west,nrtheast,south,year,area,d87,popden,crmrte,polarea,lawexpc,polpc,lpop,lpolice,lpcinc,llawexpc,lpopden,lcrimes,larea,lcrmrte,clcrimes,clpop,clcrmrte,lpolpc,clpolpc,cllawexp,cunem,clpopden,lcrmrt_1,ccrmrte,randnum
970624,115864,6.19999980926514,1996,8612,0,0,1,82,331.399993896484,0,2928.85888671875,119.370597839355,6.02293300628662,726.450012207031,2.05640888214111,13.7856903076172,7.59889984130859,9.06091213226318,6.58817005157471,7.98236799240112,11.6601696014404,5.80332612991333,4.78223323822022,,,,0.720961272716522,,,,,,,0.690049946308136
1009947,164452,6.90000009536743,2400,12816,0,0,1,87,331.399993896484,1,3047.51708984375,162.832305908203,7.24200391769409,1119.35998535156,2.37636208534241,13.8254098892212,7.78322410583496,9.4584493637085,7.02051305770874,8.02208232879639,12.0103702545166,5.80332612991333,5.0927209854126,0.350201606750488,0.0397139005362988,0.310487687587738,0.865570902824402,0.144609600305557,0.432343006134033,0.700000286102295,0.0397139005362988,4.78223323822022,43.4616813659668,0.993351519107819
412661,47128,8.30000019073486,719,7336,0,0,1,82,258.5,0,1596.36804199219,114.205101013184,2.78143095970154,554.700012207031,1.74234998226166,12.9303798675537,6.57786083221436,8.90054893493652,6.31842803955078,7.37548589706421,10.7606201171875,5.55489587783814,4.7379961013794,,,,0.555234909057617,,,,,,,0.187811285257339
432305,77563,6.90000009536743,952,10515,0,0,1,87,258.5,1,1672.35998535156,179.417297363281,3.68278503417969,710.52001953125,2.20214891433716,12.9768896102905,6.85856485366821,9.26055812835693,6.56599712371826,7.42199087142944,11.2588500976563,5.55489587783814,5.18971395492554,0.498222410678864,0.0465050004422665,0.451718300580978,0.789433717727661,0.234198704361916,0.247569605708122,-1.39999997615814,0.0465050004422665,4.7379961013794,65.2121887207031,0.128802239894867
173630,18915,8.69999980926514,366,7409,1,0,0,82,100.5,0,1727.66198730469,108.938499450684,3.64179110527039,827.159973144531,2.10793089866638,12.0646800994873,5.90263319015503,8.91045093536377,6.71799802780151,7.45452404022217,9.84771060943604,4.61015701293945,4.69078397750855,,,,0.745706677436829,,,,,,,0.265456765890121
159839,20873,5.90000009536743,317,10248,1,0,0,87,100.5,1,1590.43798828125,130.587600708008,3.15422892570496,1232.98999023438,1.98324596881866,11.9819202423096,5.75890207290649,9.23483753204346,7.11719799041748,7.37176513671875,9.94621181488037,4.61015701293945,4.87204504013062,0.0985011979937553,-0.082759901881218,0.181260600686073,0.684734702110291,-0.0609720014035702,0.399199485778809,-2.79999995231628,-0.082759402692318,4.69078397750855,21.6490993499756,0.258256316184998
271076,20934,7,590,6113,0,0,1,82,53,0,5114.64208984375,77.2255706787109,11.132080078125,672.75,2.17651104927063,12.5101499557495,6.38012313842773,8.71817302703857,6.51137399673462,8.53986263275147,9.94913005828857,3.97029209136963,4.34673118591309,,,,0.77772331237793,,,,,,,0.320181339979172
280370,20775,6.30000019073486,623,9340,0,0,1,87,53,1,5290,74.0985107421875,11.7547197341919,779.97998046875,2.22206401824951,12.543869972229,6.43454599380493,9.14206123352051,6.65926790237427,8.57357311248779,9.94150543212891,3.97029209136963,4.30539608001709,-0.00762460008263588,0.0337104983627796,-0.0413350984454155,0.798436403274536,0.0207132007926703,0.147894397377968,-0.699999809265137,0.0337104983627796,4.34673118591309,-3.12705993652344,0.319312065839767
268887,14537,5.5,400,7704,0,0,1,82,255.899993896484,0,1050.75,54.0635986328125,1.56311094760895,570.630004882813,1.48761403560638,12.5020503997803,5.99146509170532,8.94949531555176,6.34674119949341,6.95726013183594,9.58445262908936,5.54478693008423,3.99016094207764,,,,0.397173285484314,,,,,,,0.706824243068695
340158,18703,6.30000019073486,504,12039,0,0,1,87,255.899993896484,1,1329.26098632813,54.983268737793,1.96951901912689,635.700012207031,1.48166394233704,12.7371702194214,6.22257614135742,9.39590644836426,6.45472717285156,7.19237899780273,9.83643913269043,5.54478693008423,4.00702905654907,0.251986503601074,0.235118895769119,0.0168679002672434,0.393166095018387,-0.00400729989632964,0.107985496520996,0.800000190734863,0.235119298100472,3.99016094207764,0.919670104980469,0.408580005168915
645231,45851,13.1000003814697,2087,7028,0,0,0,82,95.8000030517578,0,6735.18798828125,71.0613708496094,21.784969329834,952.280029296875,3.23449993133545,13.3773603439331,7.64348316192627,8.85765743255615,6.85885906219482,8.81510066986084,10.7331495285034,4.56226301193237,4.2635440826416,,,,1.17387402057648,,,,,,,0.381586194038391
607885,50398,5.90000009536743,1944,9765,0,0,0,87,95.8000030517578,1,6345.35400390625,82.9071273803711,20.2922706604004,1366.43994140625,3.19797301292419,13.3177404403687,7.57250308990479,9.18655967712402,7.21996402740479,8.75547790527344,10.8277101516724,4.56226301193237,4.41772079467773,0.0945539027452469,-0.059621799737215,0.154177203774452,1.16251695156097,-0.011357200331986,0.361104995012283,-7.19999980926514,-0.0596228018403053,4.2635440826416,11.845760345459,0.901331424713135
